tmc,seq_num,from_meas,to_meas,distance,route_id,seg_begin,seg_end,spd_limit,shape_Length,firstnm
129P04409,0,47.56864672,47.77768893,0.208168086,US1 NB,Mystic River/Tobin Bridge approach,Mystic River/Tobin Bridge approach,25,334.9787707,I-93
129+04410,1,47.77768893,48.02312203,0.244955471,US1 NB,Mystic River/Tobin Bridge approach,Mystic River/Tobin Bridge approach,25,393.2798477,Mystic River/Tobin Brg (South)
129P04410,2,48.02312203,48.08528051,0.061941158,US1 NB,Mystic River/Tobin Bridge approach,Mystic River/Tobin Bridge approach,25,99.66907831,Mystic River/Tobin Brg (South)
129+04411,3,48.08528051,48.38138432,0.294458754,US1 NB,Mystic River/Tobin Bridge approach,Mystic River/Tobin Bridge approach,25,474.4843371,Mystic Riv/Tobin Brg Toll Plaza
129P04411,4,48.38138432,48.41731934,0.035719217,US1 NB,Mystic River/Tobin Bridge approach,Mystic Riv/Tobin Bridge former toll plaza,25,57.55769415,Mystic Riv/Tobin Brg Toll Plaza
129+04412,5,48.41731934,48.75859665,0.338791367,US1 NB,Mystic Riv/Tobin Bridge former toll plaza,Mystic River/Tobin Bridge,25,546.6049289,Mystic River/Tobin Brg (North)
129P04412,6,48.75859665,48.86729448,0.107991984,US1 NB,Mystic River/Tobin Bridge,Mystic River/Tobin Bridge,25,174.0628411,Mystic River/Tobin Brg (North)
129+04413,7,48.86729448,48.90316886,0.03595812,US1 NB,Mystic River/Tobin Bridge,Mystic River/Tobin Bridge,25,57.55674774,Chestnut St
129P04413,8,48.90316886,48.98284399,0.07956223,US1 NB,Mystic River/Tobin Bridge,South of 4th St/Chestnut St Exit,25,127.7009552,Chestnut St
129+04414,9,48.98284399,49.48600441,0.501431897,US1 NB,South of 4th St/Chestnut St Exit,4th St/Chestnut St Exit,30,807.7030609,4th St
129P04414,10,49.48600441,49.54572927,0.058029173,US1 NB,4th St/Chestnut St Exit,North of 4th St/Chestnut St Exit,35,93.94778694,4th St
129+04415,11,49.54572927,49.70554666,0.158528832,US1 NB,North of 4th St/Chestnut St Exit,Opposite 5th St southbound on-ramp,35,256.0494497,5th/6th St
129P04415,12,49.70554666,50.03877387,0.331149319,US1 NB,Opposite 5th St southbound on-ramp,6th St northbound entrance,35,533.4866003,5th/6th St
129+04416,13,50.03877387,50.07112239,0.032656443,US1 NB,6th St northbound entrance,South of Carter St,45,51.80196725,Carter St
129P04416,14,50.07112239,50.28296281,0.209893039,US1 NB,South of Carter St,North of Carter St,50,339.207589,Carter St
129+04417,15,50.28296281,50.57191544,0.285900706,US1 NB,North of Carter St,Webster Ave exit,50,462.6968372,Webster Ave
129P04417,16,50.57191544,50.70201037,0.129721423,US1 NB,Webster Ave exit,Webster Ave exit,50,208.4867274,Webster Ave
129+04418,17,50.70201037,50.79601397,0.094431004,US1 NB,Webster Ave exit,MA-16,50,151.4161231,RT-16
129P04418,18,50.79601397,50.92135156,0.124753171,US1 NB,MA-16,MA-16,50,201.2038662,RT-16
129+04419,19,50.92135156,52.13719224,1.209774006,US1 NB,MA-16,Sargent St exit,50,1948.377786,Sargent St
129P04419,20,52.13719224,52.28002207,0.142577949,US1 NB,Sargent St exit,North of Sargent St exit,55,228.9886242,Sargent St
129+04420,21,52.28002207,52.67508249,0.392439316,US1 NB,North of Sargent St exit,MA-60/Squire Rd,55,632.8183535,RT-60/Squire Rd
129P04420,22,52.67508249,53.11653088,0.440654307,US1 NB,MA-60/Squire Rd,MA-60/Squire Rd,50,708.5849123,RT-60/Squire Rd
129+04421,23,53.11653088,53.32755336,0.209924679,US1 NB,MA-60/Squire Rd,Lynn St/Salem St,50,338.3499949,Lynn St
